Formula,Temperature (K),TC,DOI
Sn49.5Na0.5S50,400,0.67,
Sn49.5Na0.5S50,499,0.55,
Sn49.5Na0.5S50,599,0.48,
Sn49.5Na0.5S50,700,0.45,
Sn49.5Na0.5S50,800,0.42,
Sn49.5Na0.5S50,851,0.38,
Sn49Na1S50,304,1.02,
Sn49Na1S50,402,0.76,
Sn49Na1S50,506,0.61,
Sn49Na1S50,599,0.53,
Sn49Na1S50,700,0.49,
Sn49Na1S50,800,0.45,
Sn49Na1S50,857,0.42,
Sn48.5Na1.5S50,306,0.99,
Sn48.5Na1.5S50,404,0.77,
Sn48.5Na1.5S50,499,0.62,
Sn48.5Na1.5S50,605,0.52,
Sn48.5Na1.5S50,704,0.47,
Sn48.5Na1.5S50,802,0.43,
Sn48.5Na1.5S50,849,0.42,
Bi25Cu25Se25O25,304,0.7,10.1002/adma.201301675
Bi25Cu25Se25O25,323,0.66,
Bi25Cu25Se25O25,373,0.61,
Bi25Cu25Se25O25,422,0.55,
Bi25Cu25Se25O25,471,0.52,
Bi25Cu25Se25O25,523,0.5,
Bi25Cu25Se25O25,572,0.47,
Bi25Cu25Se25O25,624,0.45,
Bi25Cu25Se25O25,674,0.42,
Bi25Cu25Se25O25,724,0.41,
Bi25Cu25Se25O25,774,0.4,
Bi25Cu25Se25O25,822,0.4,
Bi24Pb1Cu25Se25O25,304,0.87,
Bi24Pb1Cu25Se25O25,321,0.79,
Bi24Pb1Cu25Se25O25,375,0.75,
Bi24Pb1Cu25Se25O25,423,0.7,
Bi24Pb1Cu25Se25O25,472,0.65,
Bi24Pb1Cu25Se25O25,522,0.61,
Bi24Pb1Cu25Se25O25,572,0.57,
Bi24Pb1Cu25Se25O25,623,0.55,
Bi24Pb1Cu25Se25O25,671,0.53,
Bi24Pb1Cu25Se25O25,724,0.52,
Bi24Pb1Cu25Se25O25,772,0.51,
Bi24Pb1Cu25Se25O25,823,0.5,
Bi23.5Pb1.5Cu25Se25O25,302,0.74,
Bi23.5Pb1.5Cu25Se25O25,322,0.7,
Bi23.5Pb1.5Cu25Se25O25,373,0.66,
Bi23.5Pb1.5Cu25Se25O25,424,0.64,
Bi23.5Pb1.5Cu25Se25O25,471,0.64,
Bi23.5Pb1.5Cu25Se25O25,523,0.62,
Bi23.5Pb1.5Cu25Se25O25,573,0.59,
Bi23.5Pb1.5Cu25Se25O25,625,0.58,
Bi23.5Pb1.5Cu25Se25O25,673,0.55,
Bi23.5Pb1.5Cu25Se25O25,724,0.53,
Bi23.5Pb1.5Cu25Se25O25,772,0.53,
Bi23.5Pb1.5Cu25Se25O25,824,0.52,
Bi23Pb2Cu25Se25O25,302,0.84,
Bi23Pb2Cu25Se25O25,325,0.81,
Bi23Pb2Cu25Se25O25,371,0.82,
Bi23Pb2Cu25Se25O25,421,0.8,
Bi23Pb2Cu25Se25O25,472,0.77,
Bi23Pb2Cu25Se25O25,524,0.74,
Bi23Pb2Cu25Se25O25,574,0.71,
Bi23Pb2Cu25Se25O25,624,0.69,
Bi23Pb2Cu25Se25O25,672,0.68,
Bi23Pb2Cu25Se25O25,724,0.66,
Bi23Pb2Cu25Se25O25,773,0.65,
Bi23Pb2Cu25Se25O25,825,0.63,
Cu25Cd12.5Sn12.5Se50,421,1.97, 10.1016/j.intermet.2016.01.004
Cu25Cd12.5Sn12.5Se50,470,1.76,
Cu25Cd12.5Sn12.5Se50,522,1.6,
Cu25Cd12.5Sn12.5Se50,574,1.34,
Cu25Cd12.5Sn12.5Se50,621,1.21,
Cu25Cd12.5Sn12.5Se50,672,1.1,
Cu25Cd12.5Sn12.5Se50,724,0.83,
Cu25Cd12.5Sn12.5Se50,774,0.85,
Cu25Cd12.5Sn12.19In0.31Se50,422,1.79,
Cu25Cd12.5Sn12.19In0.31Se50,472,1.51,
Cu25Cd12.5Sn12.19In0.31Se50,522,1.26,
Cu25Cd12.5Sn12.19In0.31Se50,571,1.15,
Cu25Cd12.5Sn12.19In0.31Se50,623,1.05,
Cu25Cd12.5Sn12.19In0.31Se50,673,0.93,
Cu25Cd12.5Sn12.19In0.31Se50,724,0.78,
Cu25Cd12.5Sn12.19In0.31Se50,774,0.7,
Cu25Cd12.5Sn11.88In0.63Se50,418,1.74,
Cu25Cd12.5Sn11.88In0.63Se50,470,1.64,
Cu25Cd12.5Sn11.88In0.63Se50,524,1.39,
Cu25Cd12.5Sn11.88In0.63Se50,571,1.32,
Cu25Cd12.5Sn11.88In0.63Se50,624,1.13,
Cu25Cd12.5Sn11.88In0.63Se50,673,1,
Cu25Cd12.5Sn11.88In0.63Se50,724,0.86,
Cu25Cd12.5Sn11.88In0.63Se50,776,0.78,
Cu25Cd12.5Sn11.25In1.25Se50,423,1.74,
Cu25Cd12.5Sn11.25In1.25Se50,471,1.54,
Cu25Cd12.5Sn11.25In1.25Se50,522,1.38,
Cu25Cd12.5Sn11.25In1.25Se50,572,1.29,
Cu25Cd12.5Sn11.25In1.25Se50,622,1.16,
Cu25Cd12.5Sn11.25In1.25Se50,675,1.09,
Cu25Cd12.5Sn11.25In1.25Se50,725,0.96,
Cu25Cd12.5Sn11.25In1.25Se50,775,0.81,
Pb52.17Te47.83,420,3.41, 10.1063/1.4965865
Pb52.17Te47.83,462,3.09,
Pb52.17Te47.83,522,2.67,
Pb52.17Te47.83,567,2.4,
Pb52.17Te47.83,619,2.15,
Pb52.17Te47.83,667,1.96,
Pb52.17Te47.83,719,1.86,
Pb52.17Te47.83,771,1.78,
Pb52.17Te47.83,819,1.78,
Pb51.89Te48.01In0.10,417,3.24,
Pb51.89Te48.01In0.10,466,2.92,
Pb51.89Te48.01In0.10,515,2.54,
Pb51.89Te48.01In0.10,563,2.3,
Pb51.89Te48.01In0.10,612,2.09,
Pb51.89Te48.01In0.10,661,1.9,
Pb51.89Te48.01In0.10,709,1.8,
Pb51.89Te48.01In0.10,759,1.71,
Pb51.89Te48.01In0.10,808,1.76,
Pb52.10Te47.80In0.05,420,1.54,
Pb52.10Te47.80In0.05,463,1.44,
Pb52.10Te47.80In0.05,524,1.36,
Pb52.10Te47.80In0.05,570,1.34,
Pb52.10Te47.80In0.05,616,1.35,
Pb52.10Te47.80In0.05,666,1.42,
Pb52.10Te47.80In0.05,722,1.55,
Pb52.10Te47.80In0.05,771,1.72,
Pb52.10Te47.80In0.05,825,1.89,
Pb52.19Te47.76In0.05,423,3.31,
Pb52.19Te47.76In0.05,461,3.01,
Pb52.19Te47.76In0.05,523,2.61,
Pb52.19Te47.76In0.05,569,2.38,
Pb52.19Te47.76In0.05,615,2.17,
Pb52.19Te47.76In0.05,665,1.99,
Pb52.19Te47.76In0.05,723,1.86,
Pb52.19Te47.76In0.05,768,1.81,
Pb52.19Te47.76In0.05,820,1.85,
Pb52.35Te47.65In0.05,422,1.77,
Pb52.35Te47.65In0.05,471,1.7,
Pb52.35Te47.65In0.05,519,1.63,
Pb52.35Te47.65In0.05,572,1.59,
Pb52.35Te47.65In0.05,623,1.55,
Pb52.35Te47.65In0.05,672,1.56,
Pb52.35Te47.65In0.05,722,1.55,
Pb52.35Te47.65In0.05,772,1.52,
Pb52.52Te47.48,420,2.14,
Pb52.52Te47.48,472,1.87,
Pb52.52Te47.48,522,1.83,
Pb52.52Te47.48,571,1.7,
Pb52.52Te47.48,623,1.61,
Pb52.52Te47.48,673,1.64,
Pb52.52Te47.48,722,1.65,
Pb52.52Te47.48,772,1.63,
Pb52.58Te47.32In0.10,421,2.66,
Pb52.58Te47.32In0.10,470,2.3,
Pb52.58Te47.32In0.10,521,2.17,
Pb52.58Te47.32In0.10,571,2.04,
Pb52.58Te47.32In0.10,621,1.96,
Pb52.58Te47.32In0.10,671,1.95,
Pb52.58Te47.32In0.10,721,1.9,
Pb52.58Te47.32In0.10,774,1.87,
Pb52.12Te47.74In0.14,422,1.86,
Pb52.12Te47.74In0.14,470,1.74,
Pb52.12Te47.74In0.14,521,1.54,
Pb52.12Te47.74In0.14,571,1.51,
Pb52.12Te47.74In0.14,623,1.43,
Pb52.12Te47.74In0.14,671,1.42,
Pb52.12Te47.74In0.14,721,1.39,
Pb52.12Te47.74In0.14,774,1.35,
Cu25In25Te50,475,2.8, 10.1016/j.jpcs.2015.03.012
Cu24.875Ni0.125In25Te50,475,2.75,
Cu24.75Ni0.25In25Te50,475,2.37,
Cu24.625Ni0.375In25Te50,475,2.85,
Cu24.5Ni0.5In25Te50,475,2.86,
Cu24.25Ni0.75In25Te50,475,2.73,
Cu24Ni1In25Te50,475,2.29,
Cu23.75Ni1.25In25Te50,475,2.19,
Cu33.33Ag33.33Se33.33,300,1.54,10.1039/C5TA06780D
Cu33.33Ag33.33Se33.33,324,1.52,
Cu33.33Ag33.33Se33.33,350,1.49,
Cu33.33Ag33.33Se33.33,375,1.47,
Cu33.33Ag33.33Se33.33,400,1.43,
Cu33.33Ag33.33Se33.33,420,1.36,
Cu33.33Ag33.33Se33.33,430,1.3,
Cu33.33Ag33.33Se33.33,440,1.23,
Cu33.33Ag33.33Se33.33,449,1.15,
Cu33.33Ag33.33Se31.67Te1.67,300,1.24,
Cu33.33Ag33.33Se31.67Te1.67,325,1.25,
Cu33.33Ag33.33Se31.67Te1.67,350,1.23,
Cu33.33Ag33.33Se31.67Te1.67,375,1.2,
Cu33.33Ag33.33Se31.67Te1.67,400,1.18,
Cu33.33Ag33.33Se31.67Te1.67,419,1.13,
Cu33.33Ag33.33Se31.67Te1.67,430,1.06,
Cu33.33Ag33.33Se31.67Te1.67,440,0.97,
Cu33.33Ag33.33Se31.67Te1.67,450,0.81,
Cu33.33Ag33.33Se30Te3.33,300,1.07,
Cu33.33Ag33.33Se30Te3.33,325,1.03,
Cu33.33Ag33.33Se30Te3.33,349,1.01,
Cu33.33Ag33.33Se30Te3.33,375,1.02,
Cu33.33Ag33.33Se30Te3.33,399,1,
Cu33.33Ag33.33Se30Te3.33,420,0.92,
Cu33.33Ag33.33Se30Te3.33,430,0.86,
Cu33.33Ag33.33Se30Te3.33,440,0.77,
Cu33.33Ag33.33Se30Te3.33,450,0.65,
Cu33.33Ag33.33Se28.33Te5,300,0.88,
Cu33.33Ag33.33Se28.33Te5,325,0.88,
Cu33.33Ag33.33Se28.33Te5,350,0.87,
Cu33.33Ag33.33Se28.33Te5,374,0.85,
Cu33.33Ag33.33Se28.33Te5,400,0.8,
Cu33.33Ag33.33Se28.33Te5,420,0.71,
Cu33.33Ag33.33Se28.33Te5,431,0.64,
Cu33.33Ag33.33Se28.33Te5,441,0.56,
Cu33.33Ag33.33Se28.33Te5,451,0.46,
Bi25Cu25Se25O25,294,0.85, 10.1016/j.jallcom.2017.04.121
Bi25Cu25Se25O25,324,0.79,
Bi25Cu25Se25O25,373,0.72,
Bi25Cu25Se25O25,422,0.66,
Bi25Cu25Se25O25,473,0.61,
Bi25Cu25Se25O25,523,0.58,
Bi25Cu25Se25O25,573,0.55,
Bi25Cu25Se25O25,622,0.53,
Bi25Cu25Se25O25,672,0.51,
Bi25Cu25Se25O25,723,0.51,
Bi25Cu25Se25O25,773,0.5,
Bi25Cu25Se25O25,825,0.49,
Bi25Cu25Se25O25,872,0.47,
Bi24.875Sb0.125Cu25Se25O25,295,0.83,
Bi24.875Sb0.125Cu25Se25O25,322,0.81,
Bi24.875Sb0.125Cu25Se25O25,373,0.73,
Bi24.875Sb0.125Cu25Se25O25,422,0.67,
Bi24.875Sb0.125Cu25Se25O25,471,0.63,
Bi24.875Sb0.125Cu25Se25O25,522,0.59,
Bi24.875Sb0.125Cu25Se25O25,571,0.56,
Bi24.875Sb0.125Cu25Se25O25,622,0.54,
Bi24.875Sb0.125Cu25Se25O25,670,0.52,
Bi24.875Sb0.125Cu25Se25O25,726,0.52,
Bi24.875Sb0.125Cu25Se25O25,773,0.51,
Bi24.875Sb0.125Cu25Se25O25,822,0.5,
Bi24.875Sb0.125Cu25Se25O25,872,0.48,
Bi24.75Sb0.25Cu25Se25O25,295,0.82,
Bi24.75Sb0.25Cu25Se25O25,325,0.81,
Bi24.75Sb0.25Cu25Se25O25,373,0.74,
Bi24.75Sb0.25Cu25Se25O25,423,0.68,
Bi24.75Sb0.25Cu25Se25O25,471,0.63,
Bi24.75Sb0.25Cu25Se25O25,521,0.61,
Bi24.75Sb0.25Cu25Se25O25,571,0.58,
Bi24.75Sb0.25Cu25Se25O25,622,0.55,
Bi24.75Sb0.25Cu25Se25O25,670,0.53,
Bi24.75Sb0.25Cu25Se25O25,726,0.54,
Bi24.75Sb0.25Cu25Se25O25,772,0.51,
Bi24.75Sb0.25Cu25Se25O25,822,0.49,
Bi24.75Sb0.25Cu25Se25O25,876,0.48,
Bi24.5Sb0.5Cu25Se25O25,292,0.81,
Bi24.5Sb0.5Cu25Se25O25,320,0.8,
Bi24.5Sb0.5Cu25Se25O25,373,0.75,
Bi24.5Sb0.5Cu25Se25O25,423,0.7,
Bi24.5Sb0.5Cu25Se25O25,475,0.65,
Bi24.5Sb0.5Cu25Se25O25,524,0.61,
Bi24.5Sb0.5Cu25Se25O25,573,0.59,
Bi24.5Sb0.5Cu25Se25O25,626,0.56,
Bi24.5Sb0.5Cu25Se25O25,676,0.55,
Bi24.5Sb0.5Cu25Se25O25,721,0.54,
Bi24.5Sb0.5Cu25Se25O25,775,0.51,
Bi24.5Sb0.5Cu25Se25O25,822,0.48,
Bi24.5Sb0.5Cu25Se25O25,872,0.46,
Bi23.75Sb1.25Cu25Se25O25,294,0.86,
Bi23.75Sb1.25Cu25Se25O25,324,0.83,
Bi23.75Sb1.25Cu25Se25O25,370,0.76,
Bi23.75Sb1.25Cu25Se25O25,422,0.71,
Bi23.75Sb1.25Cu25Se25O25,472,0.68,
Bi23.75Sb1.25Cu25Se25O25,522,0.65,
Bi23.75Sb1.25Cu25Se25O25,575,0.62,
Bi23.75Sb1.25Cu25Se25O25,625,0.61,
Bi23.75Sb1.25Cu25Se25O25,674,0.59,
Bi23.75Sb1.25Cu25Se25O25,723,0.58,
Bi23.75Sb1.25Cu25Se25O25,773,0.53,
Bi23.75Sb1.25Cu25Se25O25,827,0.5,
Bi23.75Sb1.25Cu25Se25O25,867,0.48,
Bi23Sb2Cu25Se25O25,292,0.88,
Bi23Sb2Cu25Se25O25,325,0.84,
Bi23Sb2Cu25Se25O25,373,0.78,
Bi23Sb2Cu25Se25O25,423,0.73,
Bi23Sb2Cu25Se25O25,473,0.69,
Bi23Sb2Cu25Se25O25,523,0.66,
Bi23Sb2Cu25Se25O25,569,0.63,
Bi23Sb2Cu25Se25O25,623,0.62,
Bi23Sb2Cu25Se25O25,674,0.6,
Bi23Sb2Cu25Se25O25,722,0.58,
Bi23Sb2Cu25Se25O25,773,0.56,
Bi23Sb2Cu25Se25O25,820,0.51,
Bi23Sb2Cu25Se25O25,874,0.5,
Cu41.38Sb13.79S44.83,423,0.97,10.1007/s11664-016-4826-5
Cu41.38Sb13.79S44.83,474,1.06,
Cu41.38Sb13.79S44.83,523,1.1,
Cu41.38Sb13.79S44.83,574,1.13,
Cu41.38Sb13.79S44.83,622,1.18,
Cu41.38Sb13.79S44.83,673,1.22,
Cu41.38Sb13.10Bi0.69S44.83,421,0.92,
Cu41.38Sb13.10Bi0.69S44.83,472,1.01,
Cu41.38Sb13.10Bi0.69S44.83,523,1.02,
Cu41.38Sb13.10Bi0.69S44.83,572,1.07,
Cu41.38Sb13.10Bi0.69S44.83,622,1.12,
Cu41.38Sb13.10Bi0.69S44.83,673,1.17,
Cu41.38Sb12.41Bi1.38S44.83,423,0.82,
Cu41.38Sb12.41Bi1.38S44.83,472,0.91,
Cu41.38Sb12.41Bi1.38S44.83,522,0.94,
Cu41.38Sb12.41Bi1.38S44.83,574,0.97,
Cu41.38Sb12.41Bi1.38S44.83,623,0.96,
Cu41.38Sb12.41Bi1.38S44.83,673,1.02,
Cu41.38Sb11.72Bi2.07S44.83,422,0.85,
Cu41.38Sb11.72Bi2.07S44.83,474,0.87,
Cu41.38Sb11.72Bi2.07S44.83,523,0.9,
Cu41.38Sb11.72Bi2.07S44.83,571,0.92,
Cu41.38Sb11.72Bi2.07S44.83,623,0.93,
Cu41.38Sb11.72Bi2.07S44.83,673,0.94,
Cu41.38Sb11.03Bi2.76S44.83,423,0.78,
Cu41.38Sb11.03Bi2.76S44.83,474,0.83,
Cu41.38Sb11.03Bi2.76S44.83,522,0.84,
Cu41.38Sb11.03Bi2.76S44.83,572,0.86,
Cu41.38Sb11.03Bi2.76S44.83,623,0.85,
Cu41.38Sb11.03Bi2.76S44.83,673,0.87,
Mg66.67Si16.33Sn16.67Sb0.33,300,1.99,10.1021/cm202445d
Mg66.67Si16.33Sn16.67Sb0.33,317,1.94,
Mg66.67Si16.33Sn16.67Sb0.33,336,1.88,
Mg66.67Si16.33Sn16.67Sb0.33,360,1.84,
Mg66.67Si16.33Sn16.67Sb0.33,379,1.78,
Mg66.67Si16.33Sn16.67Sb0.33,396,1.74,
Mg66.67Si16.33Sn16.67Sb0.33,416,1.72,
Mg66.67Si16.33Sn16.67Sb0.33,437,1.69,
Mg66.67Si16.33Sn16.67Sb0.33,461,1.66,
Mg66.67Si16.33Sn16.67Sb0.33,481,1.65,
Mg66.67Si16.33Sn16.67Sb0.33,498,1.62,
Mg66.67Si16.33Sn16.67Sb0.33,521,1.61,
Mg66.67Si16.33Sn16.67Sb0.33,539,1.6,
Mg66.67Si16.33Sn16.67Sb0.33,559,1.59,
Mg66.67Si16.33Sn16.67Sb0.33,577,1.59,
Mg66.67Si16.33Sn16.67Sb0.33,600,1.58,
Mg66.67Si16.33Sn16.67Sb0.33,619,1.6,
Mg66.67Si16.33Sn16.67Sb0.33,639,1.6,
Mg66.67Si16.33Sn16.67Sb0.33,656,1.62,
Mg66.67Si16.33Sn16.67Sb0.33,676,1.63,
Mg66.67Si16.33Sn16.67Sb0.33,697,1.66,
Mg66.67Si16.33Sn16.67Sb0.33,718,1.69,
Mg66.67Si16.33Sn16.67Sb0.33,742,1.69,
Mg66.67Si16.33Sn16.67Sb0.33,758,1.73,
Mg66.67Si16.33Sn16.67Sb0.33,778,1.77,
Mg66.67Si16.33Sn16.67Sb0.33,796,1.79,
Mg66.67Si16.33Sn16.67Sb0.33,816,1.83,
Mg66.67Si16.33Sn16.67Sb0.33,837,1.87,
Mg66.67Si16.33Sn16.67Sb0.33,860,1.9,
Mg67.74Si15.81Sn16.13Sb0.32,302,2.36,
Mg67.74Si15.81Sn16.13Sb0.32,318,2.37,
Mg67.74Si15.81Sn16.13Sb0.32,339,2.35,
Mg67.74Si15.81Sn16.13Sb0.32,358,2.35,
Mg67.74Si15.81Sn16.13Sb0.32,375,2.33,
Mg67.74Si15.81Sn16.13Sb0.32,398,2.31,
Mg67.74Si15.81Sn16.13Sb0.32,422,2.3,
Mg67.74Si15.81Sn16.13Sb0.32,438,2.27,
Mg67.74Si15.81Sn16.13Sb0.32,460,2.24,
Mg67.74Si15.81Sn16.13Sb0.32,480,2.22,
Mg67.74Si15.81Sn16.13Sb0.32,502,2.2,
Mg67.74Si15.81Sn16.13Sb0.32,522,2.18,
Mg67.74Si15.81Sn16.13Sb0.32,538,2.16,
Mg67.74Si15.81Sn16.13Sb0.32,558,2.14,
Mg67.74Si15.81Sn16.13Sb0.32,577,2.12,
Mg67.74Si15.81Sn16.13Sb0.32,600,2.12,
Mg67.74Si15.81Sn16.13Sb0.32,618,2.1,
Mg67.74Si15.81Sn16.13Sb0.32,638,2.09,
Mg67.74Si15.81Sn16.13Sb0.32,659,2.09,
Mg67.74Si15.81Sn16.13Sb0.32,679,2.1,
Mg67.74Si15.81Sn16.13Sb0.32,697,2.12,
Mg67.74Si15.81Sn16.13Sb0.32,719,2.14,
Mg67.74Si15.81Sn16.13Sb0.32,740,2.15,
Mg67.74Si15.81Sn16.13Sb0.32,757,2.19,
Mg67.74Si15.81Sn16.13Sb0.32,777,2.23,
Mg67.74Si15.81Sn16.13Sb0.32,798,2.29,
Mg67.74Si15.81Sn16.13Sb0.32,819,2.33,
Mg67.74Si15.81Sn16.13Sb0.32,842,2.4,
Mg67.74Si15.81Sn16.13Sb0.32,859,2.45,
Mg68.75Si15.31Sn15.63Sb0.31,301,2.71,
Mg68.75Si15.31Sn15.63Sb0.31,318,2.71,
Mg68.75Si15.31Sn15.63Sb0.31,343,2.69,
Mg68.75Si15.31Sn15.63Sb0.31,359,2.67,
Mg68.75Si15.31Sn15.63Sb0.31,380,2.64,
Mg68.75Si15.31Sn15.63Sb0.31,398,2.62,
Mg68.75Si15.31Sn15.63Sb0.31,418,2.6,
Mg68.75Si15.31Sn15.63Sb0.31,441,2.57,
Mg68.75Si15.31Sn15.63Sb0.31,459,2.52,
Mg68.75Si15.31Sn15.63Sb0.31,480,2.48,
Mg68.75Si15.31Sn15.63Sb0.31,498,2.45,
Mg68.75Si15.31Sn15.63Sb0.31,518,2.41,
Mg68.75Si15.31Sn15.63Sb0.31,538,2.36,
Mg68.75Si15.31Sn15.63Sb0.31,559,2.32,
Mg68.75Si15.31Sn15.63Sb0.31,577,2.28,
Mg68.75Si15.31Sn15.63Sb0.31,600,2.25,
Mg68.75Si15.31Sn15.63Sb0.31,620,2.22,
Mg68.75Si15.31Sn15.63Sb0.31,637,2.17,
Mg68.75Si15.31Sn15.63Sb0.31,656,2.15,
Mg68.75Si15.31Sn15.63Sb0.31,679,2.13,
Mg68.75Si15.31Sn15.63Sb0.31,700,2.11,
Mg68.75Si15.31Sn15.63Sb0.31,719,2.1,
Mg68.75Si15.31Sn15.63Sb0.31,738,2.09,
Mg68.75Si15.31Sn15.63Sb0.31,761,2.09,
Mg68.75Si15.31Sn15.63Sb0.31,775,2.09,
Mg68.75Si15.31Sn15.63Sb0.31,798,2.09,
Mg68.75Si15.31Sn15.63Sb0.31,823,2.1,
Mg68.75Si15.31Sn15.63Sb0.31,839,2.11,
Mg68.75Si15.31Sn15.63Sb0.31,860,2.12,
Mg69.14Si15.12Sn15.43Sb0.31,300,3.1,
Mg69.14Si15.12Sn15.43Sb0.31,321,3.09,
Mg69.14Si15.12Sn15.43Sb0.31,340,3.07,
Mg69.14Si15.12Sn15.43Sb0.31,359,3.05,
Mg69.14Si15.12Sn15.43Sb0.31,377,3.01,
Mg69.14Si15.12Sn15.43Sb0.31,403,2.98,
Mg69.14Si15.12Sn15.43Sb0.31,420,2.94,
Mg69.14Si15.12Sn15.43Sb0.31,439,2.91,
Mg69.14Si15.12Sn15.43Sb0.31,459,2.88,
Mg69.14Si15.12Sn15.43Sb0.31,476,2.83,
Mg69.14Si15.12Sn15.43Sb0.31,497,2.8,
Mg69.14Si15.12Sn15.43Sb0.31,520,2.76,
Mg69.14Si15.12Sn15.43Sb0.31,538,2.72,
Mg69.14Si15.12Sn15.43Sb0.31,561,2.67,
Mg69.14Si15.12Sn15.43Sb0.31,583,2.63,
Mg69.14Si15.12Sn15.43Sb0.31,600,2.59,
Mg69.14Si15.12Sn15.43Sb0.31,620,2.56,
Mg69.14Si15.12Sn15.43Sb0.31,640,2.54,
Mg69.14Si15.12Sn15.43Sb0.31,657,2.52,
Mg69.14Si15.12Sn15.43Sb0.31,679,2.49,
Mg69.14Si15.12Sn15.43Sb0.31,696,2.49,
Mg69.14Si15.12Sn15.43Sb0.31,719,2.46,
Mg69.14Si15.12Sn15.43Sb0.31,738,2.46,
Mg69.14Si15.12Sn15.43Sb0.31,757,2.46,
Mg69.14Si15.12Sn15.43Sb0.31,779,2.47,
Mg69.14Si15.12Sn15.43Sb0.31,798,2.5,
Mg69.14Si15.12Sn15.43Sb0.31,820,2.51,
Mg69.14Si15.12Sn15.43Sb0.31,843,2.54,
Mg69.14Si15.12Sn15.43Sb0.31,860,2.58,
Fe25Ga75,200,2.89, 10.1063/1.3585843
Fe25Ga75,208,2.91,
Fe25Ga75,220,2.7,
Fe25Ga75,229,2.52,
Fe25Ga75,241,2.45,
Fe25Ga75,249,2.33,
Fe25Ga75,260,2.27,
Fe25Ga75,270,2.23,
Fe25Ga75,279,2.19,
Fe25Ga75,290,2.12,
Fe25Ga75,299,2.09,
Fe25Ga75,310,2.07,
Fe25Ga75,320,2.05,
Fe25Ga75,331,2.03,
Fe25Ga75,340,2.02,
Fe25Ga75,351,2.02,
Fe25Ga75,361,2,
Fe25Ga75,370,2.01,
Fe25Ga75,381,2.05,
Fe25Ga75,392,2.04,
Fe24.75Co0.25Ga74.775Ge0.225,202,1.45,
Fe24.75Co0.25Ga74.775Ge0.225,211,1.53,
Fe24.75Co0.25Ga74.775Ge0.225,222,1.51,
Fe24.75Co0.25Ga74.775Ge0.225,233,1.49,
Fe24.75Co0.25Ga74.775Ge0.225,241,1.46,
Fe24.75Co0.25Ga74.775Ge0.225,253,1.46,
Fe24.75Co0.25Ga74.775Ge0.225,262,1.42,
Fe24.75Co0.25Ga74.775Ge0.225,272,1.42,
Fe24.75Co0.25Ga74.775Ge0.225,281,1.41,
Fe24.75Co0.25Ga74.775Ge0.225,292,1.39,
Fe24.75Co0.25Ga74.775Ge0.225,303,1.39,
Fe24.75Co0.25Ga74.775Ge0.225,313,1.38,
Fe24.75Co0.25Ga74.775Ge0.225,321,1.37,
Fe24.75Co0.25Ga74.775Ge0.225,332,1.36,
Fe24.75Co0.25Ga74.775Ge0.225,343,1.35,
Fe24.75Co0.25Ga74.775Ge0.225,352,1.35,
Fe24.75Co0.25Ga74.775Ge0.225,362,1.35,
Fe24.75Co0.25Ga74.775Ge0.225,372,1.36,
Fe24.75Co0.25Ga74.775Ge0.225,382,1.35,
Fe24.75Co0.25Ga74.775Ge0.225,393,1.39,
Bi40Te54Se6,297,0.84, 10.1002/aenm.201100149
Bi40Te54Se6,323,0.86,
Bi40Te54Se6,348,0.89,
Bi40Te54Se6,373,0.95,
Bi40Te54Se6,399,1.01,
Bi40Te54Se6,422,1.09,
Bi40Te54Se6,447,1.2,
Bi40Te54Se6,473,1.32,
Bi40Te54Se6,495,1.45,
Bi40Te54Se6,522,1.57,
Cu0.20Bi39.92Te53.89Se5.99,297,1.03,
Cu0.20Bi39.92Te53.89Se5.99,324,1.03,
Cu0.20Bi39.92Te53.89Se5.99,347,1.03,
Cu0.20Bi39.92Te53.89Se5.99,373,1.03,
Cu0.20Bi39.92Te53.89Se5.99,398,1.03,
Cu0.20Bi39.92Te53.89Se5.99,424,1.06,
Cu0.20Bi39.92Te53.89Se5.99,446,1.08,
Cu0.20Bi39.92Te53.89Se5.99,472,1.13,
Cu0.20Bi39.92Te53.89Se5.99,497,1.2,
Cu0.20Bi39.92Te53.89Se5.99,523,1.26,
Cu0.40Bi39.84Te53.78Se5.98,297,1.15,
Cu0.40Bi39.84Te53.78Se5.98,322,1.16,
Cu0.40Bi39.84Te53.78Se5.98,348,1.15,
Cu0.40Bi39.84Te53.78Se5.98,374,1.14,
Cu0.40Bi39.84Te53.78Se5.98,397,1.13,
Cu0.40Bi39.84Te53.78Se5.98,424,1.14,
Cu0.40Bi39.84Te53.78Se5.98,448,1.15,
Cu0.40Bi39.84Te53.78Se5.98,473,1.19,
Cu0.40Bi39.84Te53.78Se5.98,498,1.23,
Cu0.40Bi39.84Te53.78Se5.98,524,1.28,
Cu0.60Bi39.76Te53.68Se5.96,301,1.58,
Cu0.60Bi39.76Te53.68Se5.96,323,1.57,
Cu0.60Bi39.76Te53.68Se5.96,347,1.53,
Cu0.60Bi39.76Te53.68Se5.96,373,1.51,
Cu0.60Bi39.76Te53.68Se5.96,397,1.47,
Cu0.60Bi39.76Te53.68Se5.96,424,1.46,
Cu0.60Bi39.76Te53.68Se5.96,448,1.46,
Cu0.60Bi39.76Te53.68Se5.96,473,1.47,
Cu0.60Bi39.76Te53.68Se5.96,497,1.49,
Cu0.60Bi39.76Te53.68Se5.96,523,1.52,
